"","Name","Pos","Team","GamesPlayed","Goals","Assists","Points","SCH","GoalsPerSCH","AssistsPerSCH","PointsPerSCH","SkillRank","Season"
"802","Ryan Whitney","D","Inactive",7,0,0,0,9e+05,0,0,0,"D","2013/2014"
"803","Olli Maatta","LD","Pittsburgh Penguins",78,9,20,29,894167,10.07,22.37,32.43,"C","2013/2014"
"804","Xavier Ouellet","RD","Detroit Red Wings",4,0,0,0,894167,0,0,0,"D","2013/2014"
"805","Matt Donovan","D","Buffalo Sabres",52,2,14,16,875000,2.29,16,18.29,"C","2013/2014"
"806","Aaron Ness","D","Washington Capitals",20,1,2,3,875000,1.14,2.29,3.43,"D","2013/2014"
"807","Eric Gelinas","D","Colorado Avalanche",60,7,22,29,870000,8.05,25.29,33.33,"C","2013/2014"
"808","Dylan Olsen","D","Florida Panthers",44,3,9,12,870000,3.45,10.34,13.79,"D","2013/2014"
"809","Martin Marincin","D","Toronto Maple Leafs",44,0,6,6,870000,0,6.9,6.9,"D","2013/2014"
"810","Alex Petrovic","RD","Florida Panthers",7,0,1,1,870000,0,1.15,1.15,"D","2013/2014"
"811","Patrik Nemeth","LD","Colorado Avalanche",8,0,0,0,870000,0,0,0,"D","2013/2014"
"812","Alexander Urbom","D","Inactive",20,1,1,2,856667,1.17,1.17,2.33,"D","2013/2014"
"813","Simon Despres","D","Free Agent",34,0,5,5,840000,0,5.95,5.95,"D","2013/2014"
"814","Cody Goloubef","D","Calgary Flames",5,0,0,0,826875,0,0,0,"D","2013/2014"
"815","Ian Cole","LD","Columbus Blue Jackets",46,3,8,11,825000,3.64,9.7,13.33,"D","2013/2014"
"816","Nate Prosser","RD","Minnesota Wild",53,2,6,8,825000,2.42,7.27,9.7,"D","2013/2014"
"817","Peter Harrold","D","St Louis Blues",33,0,4,4,8e+05,0,5,5,"D","2013/2014"
"818","Alexey Marchenko","D","Toronto Maple Leafs",1,0,0,0,791667,0,0,0,"D","2013/2014"
"819","David Rundblad","D","Chicago Blackhawks",17,0,1,1,785000,0,1.27,1.27,"D","2013/2014"
"820","Connor Carrick","RD","Toronto Maple Leafs",34,1,5,6,783333,1.28,6.38,7.66,"D","2013/2014"
"821","Brian Strait","D","New Jersey Devils",47,3,6,9,775000,3.87,7.74,11.61,"D","2013/2014"
"822","Corey Potter","D","Nashville Predators",19,0,5,5,775000,0,6.45,6.45,"D","2013/2014"
"823","Derek Smith","D","Free Agent",14,0,1,1,775000,0,1.29,1.29,"D","2013/2014"
"824","Carlo Colaiacovo","D","Buffalo Sabres",25,1,3,4,750000,1.33,4,5.33,"D","2013/2014"
"825","Keaton Ellerby","D","Winnipeg Jets",51,2,4,6,735000,2.72,5.44,8.16,"D","2013/2014"
"826","Brian Lashoff","D","Detroit Red Wings",75,1,5,6,725000,1.38,6.9,8.28,"D","2013/2014"
"827","Alexander Sulzer","D","Inactive",25,0,2,2,725000,0,2.76,2.76,"D","2013/2014"
"828","Zach Redmond","D","Buffalo Sabres",10,1,2,3,715000,1.4,2.8,4.2,"D","2013/2014"
"829","Paul Postma","D","Boston Bruins",20,1,2,3,712500,1.4,2.81,4.21,"D","2013/2014"
"830","David Savard","RD","Columbus Blue Jackets",70,5,10,15,709275,7.05,14.1,21.15,"C","2013/2014"
"831","Yann Sauve","D","Vancouver Canucks",3,0,0,0,708750,0,0,0,"D","2013/2014"
"832","Jordie Benn","LD","Montreal Canadiens",78,3,17,20,7e+05,4.29,24.29,28.57,"C","2013/2014"
"833","Mike Komisarek","D","Inactive",32,0,4,4,7e+05,0,5.71,5.71,"D","2013/2014"
"834","Matt Gilroy","D","Inactive",16,1,1,2,7e+05,1.43,1.43,2.86,"D","2013/2014"
"835","Jack Hillen","D","Free Agent",13,0,1,1,7e+05,0,1.43,1.43,"D","2013/2014"
"836","Hal Gill","D","Inactive",6,0,0,0,7e+05,0,0,0,"D","2013/2014"
"837","Mike Mottau","D","Inactive",8,0,0,0,7e+05,0,0,0,"D","2013/2014"
"838","Adam Almquist","D","Inactive",2,1,0,1,690000,1.45,0,1.45,"D","2013/2014"
"839","Kevin Connauton","LD","Arizona Coyotes",36,1,7,8,683333,1.46,10.24,11.71,"D","2013/2014"
"840","Thomas Hickey","LD","New York Islanders",82,4,18,22,675000,5.93,26.67,32.59,"C","2013/2014"
"841","Taylor Fedun","D","Buffalo Sabres",4,2,0,2,675000,2.96,0,2.96,"D","2013/2014"
"842","Colby Robak","D","Free Agent",16,0,2,2,675000,0,2.96,2.96,"D","2013/2014"
"843","Julian Melchiori","D","Winnipeg Jets",1,0,0,0,671667,0,0,0,"D","2013/2014"
"844","Victor Bartley","D","Free Agent",50,1,5,6,666667,1.5,7.5,9,"D","2013/2014"
"845","Dalton Prout","D","Calgary Flames",49,2,4,6,666667,3,6,9,"D","2013/2014"
"846","Matt Bartkowski","LD","Calgary Flames",64,0,18,18,650000,0,27.69,27.69,"C","2013/2014"
"847","Yannick Weber","RD","Nashville Predators",49,6,4,10,650000,9.23,6.15,15.38,"D","2013/2014"
"848","Jonathon Blum","D","Minnesota Wild",15,0,1,1,650000,0,1.54,1.54,"D","2013/2014"
"849","Matt Taormina","D","Montreal Canadiens",7,0,0,0,650000,0,0,0,"D","2013/2014"
"850","Cameron Gaunce","D","Columbus Blue Jackets",9,0,0,0,650000,0,0,0,"D","2013/2014"
"851","Ben Chiarot","LD","Winnipeg Jets",1,0,0,0,618333,0,0,0,"D","2013/2014"
"852","Mark Barberio","LD","Colorado Avalanche",49,5,5,10,605000,8.26,8.26,16.53,"D","2013/2014"
"853","Nick Holden","LD","Boston Bruins",54,10,15,25,6e+05,16.67,25,41.67,"C","2013/2014"
"854","Robert Bortuzzo","RD","St Louis Blues",54,0,10,10,6e+05,0,16.67,16.67,"D","2013/2014"
"855","Nate Guenin","D","Free Agent",68,1,8,9,6e+05,1.67,13.33,15,"D","2013/2014"
"856","Brett Bellemore","D","Free Agent",64,2,6,8,6e+05,3.33,10,13.33,"D","2013/2014"
"857","Adam Pardy","D","Nashville Predators",60,0,6,6,6e+05,0,10,10,"D","2013/2014"
"858","Radek Martinek","D","Inactive",13,0,3,3,6e+05,0,5,5,"D","2013/2014"
"859","Nolan Yonkman","D","Inactive",2,0,1,1,6e+05,0,1.67,1.67,"D","2013/2014"
"860","Frank Corrado","D","Pittsburgh Penguins",15,1,0,1,6e+05,1.67,0,1.67,"D","2013/2014"
"861","Andrew Alberts","D","Inactive",10,0,0,0,6e+05,0,0,0,"D","2013/2014"
"862","Mark Cundari","D","San Jose Sharks",4,0,0,0,6e+05,0,0,0,"D","2013/2014"
"863","Christopher Breen","D","Calgary Flames",9,0,2,2,577500,0,3.46,3.46,"D","2013/2014"
"864","Maxime Fortunus","D","Dallas Stars",1,0,1,1,575000,0,1.74,1.74,"D","2013/2014"
"865","Mark Borowiecki","LD","Ottawa Senators",13,1,0,1,575000,1.74,0,1.74,"D","2013/2014"
"866","Deryk Engelland","LD","Vegas Golden Knights",56,6,6,12,566667,10.59,10.59,21.18,"D","2013/2014"
"867","Eric Gryba","D","Edmonton Oilers",57,2,9,11,562500,3.56,16,19.56,"D","2013/2014"
"868","Andrew MacDonald","RD","Philadelphia Flyers",82,4,24,28,550000,7.27,43.64,50.91,"C","2013/2014"
"869","Ryan Stanton","D","Edmonton Oilers",64,1,15,16,550000,1.82,27.27,29.09,"C","2013/2014"
"870","Mike Kostka","D","Free Agent",28,4,7,11,550000,7.27,12.73,20,"D","2013/2014"
"871","Kevan Miller","RD","Boston Bruins",47,1,5,6,550000,1.82,9.09,10.91,"D","2013/2014"
"872","Jean-Philippe Cote","D","Inactive",19,0,4,4,550000,0,7.27,7.27,"D","2013/2014"
"873","Chris Summers","D","Pittsburgh Penguins",18,2,1,3,550000,3.64,1.82,5.45,"D","2013/2014"
"874","Tyson Strachan","D","Minnesota Wild",18,0,2,2,550000,0,3.64,3.64,"D","2013/2014"
"875","Julien Brouillette","D","Free Agent",10,1,1,2,550000,1.82,1.82,3.64,"D","2013/2014"
"876","Alex Grant","D","Free Agent",2,2,0,2,550000,3.64,0,3.64,"D","2013/2014"
"877","Karl Stollery","D","New Jersey Devils",2,0,0,0,550000,0,0,0,"D","2013/2014"
"878","Brad Hunt","LD","Vegas Golden Knights",3,0,0,0,550000,0,0,0,"D","2013/2014"
"879","Joe Piskula","D","Free Agent",2,0,0,0,550000,0,0,0,"D","2013/2014"
"880","Steven Oleksy","D","Toronto Maple Leafs",33,2,8,10,541667,3.69,14.77,18.46,"D","2013/2014"
"881","Andrew Campbell","D","Arizona Coyotes",3,0,0,0,537500,0,0,0,"D","2013/2014"
"882","Alex Ovechkin","LW","Washington Capitals",81,53,28,81,9538460,5.56,2.94,8.49,"A","2014/2015"
"883","Evgeni Malkin","C","Pittsburgh Penguins",69,28,42,70,9500000,2.95,4.42,7.37,"A","2014/2015"
"884","Sidney Crosby","C","Pittsburgh Penguins",77,28,56,84,8700000,3.22,6.44,9.66,"A","2014/2015"
"885","Corey Perry","RW","Anaheim Ducks",67,33,22,55,8625000,3.83,2.55,6.38,"A","2014/2015"
"886","Claude Giroux","LW","Philadelphia Flyers",81,25,48,73,8275000,3.02,5.8,8.82,"A","2014/2015"
"887","Ryan Getzlaf","C","Anaheim Ducks",77,25,45,70,8250000,3.03,5.45,8.48,"A","2014/2015"
"888","Eric Staal","C","Minnesota Wild",77,23,31,54,8250000,2.79,3.76,6.55,"A","2014/2015"
"889","Phil Kessel","RW","Pittsburgh Penguins",82,25,36,61,8e+06,3.13,4.5,7.63,"A","2014/2015"
"890","Rick Nash","LW","Boston Bruins",79,42,27,69,7800000,5.38,3.46,8.85,"A","2014/2015"
"891","Pavel Datsyuk","C","Arizona Coyotes",63,26,39,65,7666670,3.39,5.09,8.48,"A","2014/2015"
"892","Zach Parise","LW","Minnesota Wild",74,33,29,62,7538460,4.38,3.85,8.22,"A","2014/2015"
"893","Steven Stamkos","C","Tampa Bay Lightning",82,43,29,72,7500000,5.73,3.87,9.6,"A","2014/2015"
"894","Daniel Sedin","LW","Vancouver Canucks",82,20,56,76,7e+06,2.86,8,10.86,"A","2014/2015"
"895","Henrik Sedin","C","Vancouver Canucks",82,18,55,73,7e+06,2.57,7.86,10.43,"A","2014/2015"
"896","Jason Spezza","C","Dallas Stars",82,17,45,62,7e+06,2.43,6.43,8.86,"A","2014/2015"
"897","Paul Stastny","C","Winnipeg Jets",74,16,30,46,7e+06,2.29,4.29,6.57,"A","2014/2015"
"898","Alexander Semin","RW","Montreal Canadiens",57,6,13,19,7e+06,0.86,1.86,2.71,"B","2014/2015"
"899","Patrice Bergeron","C","Boston Bruins",81,23,32,55,6875000,3.35,4.65,8,"A","2014/2015"
"900","Anze Kopitar","C","Los Angeles Kings",79,16,48,64,6800000,2.35,7.06,9.41,"A","2014/2015"
"901","Joe Thornton","C","San Jose Sharks",78,16,49,65,6750000,2.37,7.26,9.63,"A","2014/2015"
"902","Mikko Koivu","C","Minnesota Wild",80,14,34,48,6750000,2.07,5.04,7.11,"A","2014/2015"
"903","Nicklas Backstrom","C","Washington Capitals",82,18,60,78,6700000,2.69,8.96,11.64,"A","2014/2015"
"904","Patrick Marleau","LW","Toronto Maple Leafs",82,19,38,57,6666670,2.85,5.7,8.55,"A","2014/2015"
"905","Thomas Vanek","LW","Columbus Blue Jackets",80,21,31,52,6500000,3.23,4.77,8,"A","2014/2015"
"906","Jonathan Toews","C","Chicago Blackhawks",81,28,38,66,6300000,4.44,6.03,10.48,"A","2014/2015"
"907","Patrick Kane","RW","Chicago Blackhawks",61,27,37,64,6300000,4.29,5.87,10.16,"A","2014/2015"
"908","Henrik Zetterberg","C","Detroit Red Wings",77,17,49,66,6083330,2.79,8.05,10.85,"A","2014/2015"
"909","Joe Pavelski","C","San Jose Sharks",82,37,33,70,6e+06,6.17,5.5,11.67,"A","2014/2015"
"910","Logan Couture","C","San Jose Sharks",82,27,40,67,6e+06,4.5,6.67,11.17,"A","2014/2015"
"911","Jordan Eberle","RW","New York Islanders",81,24,39,63,6e+06,4,6.5,10.5,"A","2014/2015"
"912","Ryan Nugent-Hopkins","C","Edmonton Oilers",76,24,32,56,6e+06,4,5.33,9.33,"A","2014/2015"
"913","Ryan O'Reilly","C","Buffalo Sabres",82,17,38,55,6e+06,2.83,6.33,9.17,"A","2014/2015"
"914","Matt Duchene","C","Ottawa Senators",82,21,34,55,6e+06,3.5,5.67,9.17,"A","2014/2015"
"915","Milan Lucic","LW","Edmonton Oilers",81,18,26,44,6e+06,3,4.33,7.33,"A","2014/2015"
"916","Taylor Hall","LW","New Jersey Devils",53,14,24,38,6e+06,2.33,4,6.33,"B","2014/2015"
"917","Jordan Staal","C","Carolina Hurricanes",46,6,18,24,6e+06,1,3,4,"B","2014/2015"
"918","Patrick Sharp","LW","Chicago Blackhawks",68,16,27,43,5900000,2.71,4.58,7.29,"A","2014/2015"
"919","Dustin Brown","RW","Los Angeles Kings",82,11,16,27,5875000,1.87,2.72,4.6,"B","2014/2015"
"920","Alex Steen","RW","St Louis Blues",74,24,40,64,5800000,4.14,6.9,11.03,"A","2014/2015"
"921","Ryan Callahan","RW","Tampa Bay Lightning",77,24,30,54,5800000,4.14,5.17,9.31,"A","2014/2015"
"922","Tyler Seguin","C","Dallas Stars",71,37,40,77,5750000,6.43,6.96,13.39,"A","2014/2015"
"923","Travis Zajac","C","New Jersey Devils",74,11,14,25,5750000,1.91,2.43,4.35,"B","2014/2015"
"924","Mike Richards","C","Free Agent",53,5,11,16,5750000,0.87,1.91,2.78,"B","2014/2015"
"925","Jeff Skinner","LW","Carolina Hurricanes",77,18,13,31,5725000,3.14,2.27,5.41,"B","2014/2015"
"926","Martin St. Louis","RW","Free Agent",74,21,31,52,5625000,3.73,5.51,9.24,"A","2014/2015"
"927","Blake Wheeler","RW","Winnipeg Jets",79,26,35,61,5600000,4.64,6.25,10.89,"A","2014/2015"
"928","Jason Pominville","RW","Buffalo Sabres",82,18,36,54,5600000,3.21,6.43,9.64,"A","2014/2015"
"929","Gabriel Landeskog","LW","Colorado Avalanche",82,23,36,59,5571430,4.13,6.46,10.59,"A","2014/2015"
"930","John Tavares","C","New York Islanders",82,38,48,86,5500000,6.91,8.73,15.64,"A","2014/2015"
"931","Jaromir Jagr","RW","Calgary Flames",77,17,30,47,5500000,3.09,5.45,8.55,"A","2014/2015"
"932","Patrik Elias","C","Free Agent",69,13,21,34,5500000,2.36,3.82,6.18,"B","2014/2015"
"933","Shawn Horcoff","C","Free Agent",76,11,18,29,5500000,2,3.27,5.27,"B","2014/2015"
"934","Dave Bolland","C","Arizona Coyotes",53,6,17,23,5500000,1.09,3.09,4.18,"B","2014/2015"
"935","Jarome Iginla","RW","Free Agent",82,29,30,59,5333330,5.44,5.63,11.06,"A","2014/2015"
"936","Shane Doan","RW","Free Agent",79,14,22,36,5300000,2.64,4.15,6.79,"B","2014/2015"
"937","Jeff Carter","C","Los Angeles Kings",82,28,34,62,5272730,5.31,6.45,11.76,"A","2014/2015"
"938","Jamie Benn","LW","Dallas Stars",82,35,52,87,5250000,6.67,9.9,16.57,"A","2014/2015"
"939","David Krejci","C","Boston Bruins",47,7,24,31,5250000,1.33,4.57,5.9,"B","2014/2015"
"940","Evander Kane","LW","San Jose Sharks",37,10,12,22,5250000,1.9,2.29,4.19,"B","2014/2015"
"941","Joffrey Lupul","RW","Toronto Maple Leafs",55,10,11,21,5250000,1.9,2.1,4,"B","2014/2015"
"942","David Clarkson","RW","Vegas Golden Knights",61,10,5,15,5250000,1.9,0.95,2.86,"B","2014/2015"
"943","Marian Hossa","RW","Chicago Blackhawks",82,22,39,61,5233330,4.2,7.45,11.66,"A","2014/2015"
"944","Bobby Ryan","RW","Ottawa Senators",78,18,36,54,5100000,3.53,7.06,10.59,"A","2014/2015"
"945","Radim Vrbata","RW","Florida Panthers",79,31,32,63,5e+06,6.2,6.4,12.6,"A","2014/2015"
"946","Tomas Plekanec","C","Toronto Maple Leafs",82,26,34,60,5e+06,5.2,6.8,12,"A","2014/2015"
"947","Derick Brassard","C","Pittsburgh Penguins",80,19,41,60,5e+06,3.8,8.2,12,"A","2014/2015"
"948","Valtteri Filppula","C","Philadelphia Flyers",82,12,36,48,5e+06,2.4,7.2,9.6,"A","2014/2015"
"949","Ryan Kesler","C","Anaheim Ducks",81,20,27,47,5e+06,4,5.4,9.4,"A","2014/2015"
"950","Michael Cammalleri","C","Edmonton Oilers",68,27,15,42,5e+06,5.4,3,8.4,"B","2014/2015"
"951","Matt Moulson","LW","Buffalo Sabres",77,13,28,41,5e+06,2.6,5.6,8.2,"B","2014/2015"
"952","James Neal","LW","Vegas Golden Knights",67,23,14,37,5e+06,4.6,2.8,7.4,"B","2014/2015"
"953","Mikhail Grabovski","C","Vegas Golden Knights",51,9,10,19,5e+06,1.8,2,3.8,"B","2014/2015"
"954","Stephen Weiss","C","Free Agent",52,9,16,25,4900000,1.84,3.27,5.1,"B","2014/2015"
"955","Marian Gaborik","RW","Ottawa Senators",69,27,20,47,4875000,5.54,4.1,9.64,"A","2014/2015"
"956","Ryane Clowe","LW","Free Agent",13,1,3,4,4850000,0.21,0.62,0.82,"B","2014/2015"
"957","Scott Hartnell","LW","Nashville Predators",77,28,32,60,4750000,5.89,6.74,12.63,"A","2014/2015"
"958","Bryan Little","C","Winnipeg Jets",70,24,28,52,4700000,5.11,5.96,11.06,"A","2014/2015"
"959","Tyler Ennis","LW","Minnesota Wild",78,20,26,46,4600000,4.35,5.65,10,"B","2014/2015"
"960","R.J. Umberger","LW","Philadelphia Flyers",67,9,6,15,4600000,1.96,1.3,3.26,"B","2014/2015"
"961","Max Pacioretty","LW","Montreal Canadiens",80,37,30,67,4500000,8.22,6.67,14.89,"A","2014/2015"
"962","David Backes","C","Boston Bruins",80,26,32,58,4500000,5.78,7.11,12.89,"A","2014/2015"
"963","Brad Marchand","LW","Boston Bruins",77,24,18,42,4500000,5.33,4,9.33,"B","2014/2015"
"964","Erik Cole","LW","Free Agent",68,21,18,39,4500000,4.67,4,8.67,"B","2014/2015"
"965","Teddy Purcell","RW","Free Agent",82,12,22,34,4500000,2.67,4.89,7.56,"B","2014/2015"
"966","Alexandre Burrows","LW","Ottawa Senators",70,18,15,33,4500000,4,3.33,7.33,"B","2014/2015"
"967","Martin Erat","RW","Free Agent",79,9,23,32,4500000,2,5.11,7.11,"B","2014/2015"
"968","Tomas Fleischmann","LW","Chicago Blackhawks",66,8,19,27,4500000,1.78,4.22,6,"B","2014/2015"
"969","Vincent Lecavalier","C","Free Agent",57,8,12,20,4500000,1.78,2.67,4.44,"B","2014/2015"
"970","Brooks Laich","C","Los Angeles Kings",66,7,13,20,4500000,1.56,2.89,4.44,"B","2014/2015"
"971","Andrew Ladd","LW","New York Islanders",81,24,38,62,4400000,5.45,8.64,14.09,"A","2014/2015"
"972","Jakub Voracek","RW","Philadelphia Flyers",82,22,59,81,4250000,5.18,13.88,19.06,"A","2014/2015"
"973","James van Riemsdyk","LW","Toronto Maple Leafs",82,27,29,56,4250000,6.35,6.82,13.18,"A","2014/2015"
"974","Patric Hornqvist","RW","Pittsburgh Penguins",64,25,26,51,4250000,5.88,6.12,12,"A","2014/2015"
"975","Loui Eriksson","LW","Vancouver Canucks",81,22,25,47,4250000,5.18,5.88,11.06,"B","2014/2015"
"976","Brian Gionta","RW","Boston Bruins",69,13,22,35,4250000,3.06,5.18,8.24,"B","2014/2015"
"977","Cody Hodgson","C","Free Agent",78,6,7,13,4250000,1.41,1.65,3.06,"B","2014/2015"
"978","Tyler Bozak","C","Toronto Maple Leafs",82,23,26,49,4200000,5.48,6.19,11.67,"B","2014/2015"
"979","Mike Fisher","C","Nashville Predators",59,19,20,39,4200000,4.52,4.76,9.29,"B","2014/2015"
"980","Brandon Dubinsky","LW","Columbus Blue Jackets",47,13,23,36,4200000,3.1,5.48,8.57,"B","2014/2015"
"981","Nikolay Kulemin","LW","New York Islanders",82,15,16,31,4187500,3.58,3.82,7.4,"B","2014/2015"
"982","T.J. Oshie","RW","Washington Capitals",72,19,36,55,4175000,4.55,8.62,13.17,"A","2014/2015"
"983","Jiri Hudler","LW","Free Agent",78,31,45,76,4e+06,7.75,11.25,19,"A","2014/2015"
"984","Ryan Johansen","C","Nashville Predators",82,26,45,71,4e+06,6.5,11.25,17.75,"A","2014/2015"
"985","Jussi Jokinen","RW","Vancouver Canucks",81,8,36,44,4e+06,2,9,11,"B","2014/2015"
"986","Adam Henrique","C","Anaheim Ducks",75,16,27,43,4e+06,4,6.75,10.75,"B","2014/2015"
"987","Milan Michalek","LW","Toronto Maple Leafs",66,13,21,34,4e+06,3.25,5.25,8.5,"B","2014/2015"
"988","Benoit Pouliot","LW","Buffalo Sabres",58,19,15,34,4e+06,4.75,3.75,8.5,"B","2014/2015"
"989","Ales Hemsky","RW","Montreal Canadiens",76,11,21,32,4e+06,2.75,5.25,8,"B","2014/2015"
"990","David Jones","RW","Free Agent",67,14,16,30,4e+06,3.5,4,7.5,"B","2014/2015"
"991","Bryan Bickell","LW","Carolina Hurricanes",80,14,14,28,4e+06,3.5,3.5,7,"B","2014/2015"
"992","P.A. Parenteau","RW","Detroit Red Wings",56,8,14,22,4e+06,2,3.5,5.5,"B","2014/2015"
"993","Danny Briere","C","Free Agent",57,8,4,12,4e+06,2,1,3,"B","2014/2015"
"994","Wayne Simmonds","RW","Philadelphia Flyers",75,28,22,50,3975000,7.04,5.53,12.58,"B","2014/2015"
"995","Johan Franzen","LW","Detroit Red Wings",33,7,15,22,3954550,1.77,3.79,5.56,"B","2014/2015"
"996","Chris Kunitz","LW","Tampa Bay Lightning",74,17,23,40,3850000,4.42,5.97,10.39,"B","2014/2015"
"997","David Perron","LW","Vegas Golden Knights",81,17,24,41,3812500,4.46,6.3,10.75,"B","2014/2015"
"998","Tuomo Ruutu","LW","Free Agent",77,7,6,13,3800000,1.84,1.58,3.42,"B","2014/2015"
"999","Nathan Mackinnon","C","Colorado Avalanche",64,14,24,38,3775000,3.71,6.36,10.07,"B","2014/2015"
"1000","Nail Yakupov","RW","Colorado Avalanche",81,14,19,33,3775000,3.71,5.03,8.74,"B","2014/2015"
"1001","Kevin Hayes","C","New York Rangers",79,17,28,45,3750000,4.53,7.47,12,"B","2014/2015"
"1002","Antoine Vermette","C","Anaheim Ducks",82,13,25,38,3750000,3.47,6.67,10.13,"B","2014/2015"
"1003","Pascal Dupuis","RW","Pittsburgh Penguins",16,6,5,11,3750000,1.6,1.33,2.93,"B","2014/2015"
"1004","Corban Knight","C","Philadelphia Flyers",2,0,0,0,3750000,0,0,0,"B","2014/2015"
"1005","Patrik Berglund","LW","St Louis Blues",77,12,15,27,3700000,3.24,4.05,7.3,"B","2014/2015"
"1006","Troy Brouwer","RW","Calgary Flames",82,21,22,43,3666670,5.73,6,11.73,"B","2014/2015"
"1007","Justin Williams","RW","Carolina Hurricanes",81,18,23,41,3650000,4.93,6.3,11.23,"B","2014/2015"
"1008","Matt Read","RW","Philadelphia Flyers",80,8,22,30,3625000,2.21,6.07,8.28,"B","2014/2015"
"1009","Aleksander Barkov","C","Florida Panthers",71,16,20,36,3575000,4.48,5.59,10.07,"B","2014/2015"
"1010","Sam Reinhart","RW","Buffalo Sabres",9,0,1,1,3575000,0,0.28,0.28,"B","2014/2015"
"1011","Kyle Turris","C","Nashville Predators",82,24,40,64,3500000,6.86,11.43,18.29,"A","2014/2015"
"1012","Alex Tanguay","LW","Free Agent",80,22,33,55,3500000,6.29,9.43,15.71,"B","2014/2015"
"1013","Mats Zuccarello","RW","New York Rangers",78,15,34,49,3500000,4.29,9.71,14,"B","2014/2015"
"1014","David Desharnais","C","New York Rangers",82,14,34,48,3500000,4,9.71,13.71,"B","2014/2015"
"1015","Lars Eller","C","Washington Capitals",77,15,12,27,3500000,4.29,3.43,7.71,"B","2014/2015"
"1016","Matt Cullen","C","Minnesota Wild",62,7,18,25,3500000,2,5.14,7.14,"B","2014/2015"
"1017","Michael Ryder","RW","Free Agent",47,6,13,19,3500000,1.71,3.71,5.43,"B","2014/2015"
"1018","Scottie Upshall","RW","St Louis Blues",63,8,7,15,3500000,2.29,2,4.29,"B","2014/2015"
"1019","Leon Draisaitl","C","Edmonton Oilers",37,2,7,9,3400000,0.59,2.06,2.65,"B","2014/2015"
"1020","Tyler Johnson","RW","Tampa Bay Lightning",77,29,43,72,3333330,8.7,12.9,21.6,"A","2014/2015"
"1021","Ondrej Palat","LW","Tampa Bay Lightning",75,16,47,63,3333330,4.8,14.1,18.9,"A","2014/2015"
"1022","Rene Bourque","LW","Free Agent",51,6,8,14,3333330,1.8,2.4,4.2,"B","2014/2015"
"1023","Michael Frolik","LW","Calgary Flames",82,19,23,42,3300000,5.76,6.97,12.73,"B","2014/2015"
"1024","Josh Bailey","RW","New York Islanders",70,15,26,41,3300000,4.55,7.88,12.42,"B","2014/2015"
"1025","Brandon Sutter","C","Vancouver Canucks",80,21,12,33,3300000,6.36,3.64,10,"B","2014/2015"
"1026","Artem Anisimov","C","Chicago Blackhawks",52,7,20,27,3283330,2.13,6.09,8.22,"B","2014/2015"
"1027","Clarke MacArthur","LW","Ottawa Senators",62,16,20,36,3250000,4.92,6.15,11.08,"B","2014/2015"
"1028","Jarret Stoll","C","Minnesota Wild",73,6,11,17,3250000,1.85,3.38,5.23,"B","2014/2015"
"1029","Paul Gaustad","C","Free Agent",73,4,10,14,3250000,1.23,3.08,4.31,"B","2014/2015"
"1030","Alex Galchenyuk","C","Arizona Coyotes",80,20,26,46,3225000,6.2,8.06,14.26,"B","2014/2015"
"1031","Sam Bennett","C","Calgary Flames",1,0,1,1,3225000,0,0.31,0.31,"D","2014/2015"
"1032","Sam Gagner","RW","Vancouver Canucks",81,15,26,41,3200000,4.69,8.13,12.81,"B","2014/2015"
"1033","Jonathan Huberdeau","LW","Florida Panthers",79,15,39,54,3194170,4.7,12.21,16.91,"C","2014/2015"
"1034","Jonathan Drouin","C","Montreal Canadiens",70,4,28,32,3194170,1.25,8.77,10.02,"B","2014/2015"
"1035","Mason Raymond","LW","Free Agent",57,12,11,23,3150000,3.81,3.49,7.3,"B","2014/2015"
"1036","Matt Stajan","C","Calgary Flames",59,7,10,17,3125000,2.24,3.2,5.44,"B","2014/2015"
"1037","Martin Hanzal","C","Dallas Stars",37,8,16,24,3100000,2.58,5.16,7.74,"B","2014/2015"
"1038","Dainius Zubrus","RW","San Jose Sharks",74,4,6,10,3100000,1.29,1.94,3.23,"B","2014/2015"
