"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"230","G","SANFORD","CURTIS","30 CURTIS SANFORD","CURTIS SANFORD",230,230,0,0,0,0,110,NA,NA
"231","D","SAVARD","DAVID","58 DAVID SAVARD","DAVID SAVARD",231,231,0,0,0,224,0,"C","C"
"232","C","SMITH","CRAIG","15 CRAIG SMITH","CRAIG SMITH",232,232,353,0,0,0,0,"C","C"
"233","R","SMITHSON","JERRED","25 JERRED SMITHSON","JERRED SMITHSON",233,233,0,0,183,0,0,"D",NA
"234","C","SPALING","NICK","13 NICK SPALING","NICK SPALING",234,234,374,0,0,0,0,"C","C"
"235","D","SUTER","RYAN","20 RYAN SUTER","RYAN SUTER",235,235,0,0,0,403,0,"A","A"
"236","R","TOOTOO","JORDIN","22 JORDIN TOOTOO","JORDIN TOOTOO",236,236,0,0,214,0,0,"D","D"
"237","D","TYUTIN","FEDOR","51 FEDOR TYUTIN","FEDOR TYUTIN",237,237,0,0,0,320,0,"B","B"
"238","C","UMBERGER","R.J.","18 RJ UMBERGER","R.J. UMBERGER",238,238,280,0,0,0,0,"B","B"
"239","C","VERMETTE","ANTOINE","50 ANTOINE VERMETTE","ANTOINE VERMETTE",239,239,389,0,0,0,0,"B","B"
"240","D","WEBER","SHEA","6 SHEA WEBER","SHEA WEBER",240,240,0,0,0,381,0,"A","A"
"241","C","WILSON","COLIN","33 COLIN WILSON","COLIN WILSON",241,241,327,0,0,0,0,"C","C"
"242","C","ADAM","LUKE","72 LUKE ADAM","LUKE ADAM",242,242,120,0,0,0,0,"D","D"
"243","D","BEAUCHEMIN","FRANCOIS","23 FRANCOIS BEAUCHEMIN","FRANCOIS BEAUCHEMIN",243,243,0,0,0,364,0,"B","B"
"244","L","BLAKE","JASON","33 JASON BLAKE","JASON BLAKE",244,244,0,90,0,0,0,NA,NA
"245","R","BOYES","BRAD","22 BRAD BOYES","BRAD BOYES",245,245,0,0,130,0,0,"C","C"
"246","D","BROOKBANK","SHELDON","21 SHELDON BROOKBANK","SHELDON BROOKBANK",246,246,0,0,0,158,0,"D",NA
"247","C","COGLIANO","ANDREW","7 ANDREW COGLIANO","ANDREW COGLIANO",247,247,394,0,0,0,0,"C","B"
"248","D","EHRHOFF","CHRISTIAN","10 CHRISTIAN EHRHOFF","CHRISTIAN EHRHOFF",248,248,0,0,0,308,0,"A","B"
"249","G","ELLIS","DAN","38 DAN ELLIS","DAN ELLIS",249,249,0,0,0,0,70,NA,NA
"250","C","ENNIS","TYLER","63 TYLER ENNIS","TYLER ENNIS",250,250,301,0,0,0,0,"B","B"
"251","G","ENROTH","JHONAS","1 JHONAS ENROTH","JHONAS ENROTH",251,251,0,0,0,0,363,NA,NA
"252","D","FOWLER","CAM","4 CAM FOWLER","CAM FOWLER",252,252,0,0,0,369,0,"A","A"
"253","C","GAUSTAD","PAUL","28 PAUL GAUSTAD","PAUL GAUSTAD",253,253,331,0,0,0,0,"B","B"
"254","C","GERBE","NATHAN","42 NATHAN GERBE","NATHAN GERBE",254,254,166,0,0,0,0,"C","C"
"255","C","GETZLAF","RYAN","15 RYAN GETZLAF","RYAN GETZLAF",255,255,379,0,0,0,0,"A","A"
"256","R","GORDON","ANDREW","41 ANDREW GORDON","ANDREW GORDON",256,256,0,0,72,0,0,NA,NA
"257","D","GRAGNANI","MARC-ANDRE","17 MARC-ANDRE GRAGNANI","MARC-ANDRE GRAGNANI",257,257,0,0,0,88,0,NA,NA
"258","D","GUENIN","NATHAN","34 NATE GUENIN","NATHAN GUENIN",258,258,0,0,0,30,0,NA,NA
"259","G","HILLER","JONAS","1 JONAS HILLER","JONAS HILLER",259,259,0,0,0,0,385,NA,NA
"260","R","KALETA","PATRICK","36 PATRICK KALETA","PATRICK KALETA",260,260,0,0,207,0,0,"D","D"
"261","C","KOIVU","SAKU","11 SAKU KOIVU","SAKU KOIVU",261,261,278,0,0,0,0,"B",NA
"262","L","LEINO","VILLE","23 VILLE LEINO","VILLE LEINO",262,262,0,208,0,0,0,"B",NA
"263","D","LEOPOLD","JORDAN","3 JORDAN LEOPOLD","JORDAN LEOPOLD",263,263,0,0,0,200,0,"D","D"
"264","C","MACENAUER","MAXIME","49 MAXIME MACENAUER","MAXIME MACENAUER",264,264,56,0,0,0,0,NA,NA
"265","C","MCCORMICK","CODY","8 CODY MCCORMICK","CODY MCCORMICK",265,265,197,0,0,0,0,"D","D"
"266","C","MCMILLAN","BRANDON","64 BRANDON MCMILLAN","BRANDON MCMILLAN",266,266,54,0,0,0,0,"D","D"
"267","G","MILLER","RYAN","30 RYAN MILLER","RYAN MILLER",267,267,0,0,0,0,315,NA,NA
"268","D","MYERS","TYLER","57 TYLER MYERS","TYLER MYERS",268,268,0,0,0,282,0,"B","A"
"269","R","PARROS","GEORGE","16 GEORGE PARROS","GEORGE PARROS",269,269,0,0,92,0,0,"D",NA
"270","R","PERRY","COREY","10 COREY PERRY","COREY PERRY",270,270,0,0,370,0,0,"A","A"
"271","R","POMINVILLE","JASON","29 JASON POMINVILLE","JASON POMINVILLE",271,271,0,0,390,0,0,"A","A"
"272","D","REGEHR","ROBYN","24 ROBYN REGEHR","ROBYN REGEHR",272,272,0,0,0,181,0,"B","B"
"273","C","ROY","DEREK","9 DEREK ROY","DEREK ROY",273,273,160,0,0,0,0,"B","C"
"274","R","RYAN","BOBBY","9 BOBBY RYAN","BOBBY RYAN",274,274,0,0,215,0,0,"A","A"
"275","D","SBISA","LUCA","5 LUCA SBISA","LUCA SBISA",275,275,0,0,0,312,0,"D","D"
"276","D","SEKERA","ANDREJ","44 ANDREJ SEKERA","ANDREJ SEKERA",276,276,0,0,0,175,0,"A","C"
"277","R","SELANNE","TEEMU","8 TEEMU SELANNE","TEEMU SELANNE",277,277,0,0,291,0,0,"C",NA
"278","R","SMITH-PELLY","DEVANTE","77 DEVANTE SMITH-PELLY","DEVANTE SMITH-PELLY",278,278,0,0,134,0,0,"D","D"
"279","R","STAFFORD","DREW","21 DREW STAFFORD","DREW STAFFORD",279,279,0,0,326,0,0,"B","C"
"280","L","VANEK","THOMAS","26 THOMAS VANEK","THOMAS VANEK",280,280,0,334,0,0,0,"A","A"
"281","D","VISNOVSKY","LUBOMIR","17 LUBOMIR VISNOVSKY","LUBOMIR VISNOVSKY",281,281,0,0,0,136,0,"B","B"
"282","L","BENN","JAMIE","14 JAMIE BENN","JAMIE BENN",282,282,0,352,0,0,0,"A","A"
"283","L","BICKELL","BRYAN","29 BRYAN BICKELL","BRYAN BICKELL",283,283,0,383,0,0,0,"B","B"
"284","L","BRUNETTE","ANDREW","15 ANDREW BRUNETTE","ANDREW BRUNETTE",284,284,0,168,0,0,0,NA,NA
"285","G","CRAWFORD","COREY","50 COREY CRAWFORD","COREY CRAWFORD",285,285,0,0,0,0,404,NA,NA
"286","D","DALEY","TREVOR","6 TREVOR DALEY","TREVOR DALEY",286,286,0,0,0,343,0,"B","C"
"287","C","DOWELL","JAKE","11 JAKE DOWELL","JAKE DOWELL",287,287,104,0,0,0,0,"D",NA
"288","R","DVORAK","RADEK","20 RADEK DVORAK","RADEK DVORAK",288,288,0,0,146,0,0,"D",NA
"289","G","EMERY","RAY","30 RAY EMERY","RAY EMERY",289,289,0,0,0,0,234,NA,NA
"290","L","ERIKSSON","LOUI","21 LOUI ERIKSSON","LOUI ERIKSSON",290,290,0,366,0,0,0,"B","B"
"291","L","FIDDLER","VERNON","38 VERNON FIDDLER","VERNON FIDDLER",291,291,0,372,0,0,0,"C","C"
"292","D","FISTRIC","MARK","28 MARK FISTRIC","MARK FISTRIC",292,292,0,0,0,168,0,"D","D"
"293","R","FROLIK","MICHAEL","67 MICHAEL FROLIK","MICHAEL FROLIK",293,293,0,0,365,0,0,"C","B"
"294","D","GOLIGOSKI","ALEX","33 ALEX GOLIGOSKI","ALEX GOLIGOSKI",294,294,0,0,0,357,0,"A","A"
"295","D","HJALMARSSON","NIKLAS","4 NIKLAS HJALMARSSON","NIKLAS HJALMARSSON",295,295,0,0,0,401,0,"B","B"
"296","R","HOSSA","MARIAN","81 MARIAN HOSSA","MARIAN HOSSA",296,296,0,0,403,0,0,"A","A"
"297","R","KANE","PATRICK","88 PATRICK KANE","PATRICK KANE",297,297,0,0,395,0,0,"A","A"
"298","D","KEITH","DUNCAN","2 DUNCAN KEITH","DUNCAN KEITH",298,298,0,0,0,407,0,"A","A"
"299","D","LARSEN","PHILIP","36 PHILIP LARSEN","PHILIP LARSEN",299,299,0,0,0,172,0,"D",NA
"300","D","LEDDY","NICK","8 NICK LEDDY","NICK LEDDY",300,300,0,0,0,347,0,"C","C"
"301","G","LEHTONEN","KARI","32 KARI LEHTONEN","KARI LEHTONEN",301,301,0,0,0,0,342,NA,NA
"302","D","LEPISTO","SAMI","20 SAMI LEPISTO","SAMI LEPISTO",302,302,0,0,0,58,0,NA,NA
"303","R","MAYERS","JAMAL","22 JAMAL MAYERS","JAMAL MAYERS",303,303,0,0,187,0,0,NA,NA
"304","D","MONTADOR","STEVE","5 STEVE MONTADOR","STEVE MONTADOR",304,304,0,0,0,104,0,NA,NA
"305","L","MORROW","BRENDEN","10 BRENDEN MORROW","BRENDEN MORROW",305,305,0,315,0,0,0,"C","D"
"306","D","O'DONNELL","SEAN","6 SEAN O'DONNELL","SEAN O'DONNELL",306,306,0,0,0,106,0,NA,NA
"307","L","OLESZ","ROSTISLAV","85 ROSTISLAV OLESZ","ROSTISLAV OLESZ",307,307,0,12,0,0,0,"D",NA
"308","C","OTT","STEVE","29 STEVE OTT","STEVE OTT",308,308,177,0,0,0,0,"B","D"
"309","C","PETERSEN","TOBY","17 TOBY PETERSEN","TOBY PETERSEN",309,309,79,0,0,0,0,NA,NA
"310","C","PIRRI","BRANDON","37 BRANDON PIRRI","BRANDON PIRRI",310,310,39,0,0,0,0,"C","C"
"311","G","RAYCROFT","ANDREW","30 ANDREW RAYCROFT","ANDREW RAYCROFT",311,311,0,0,0,0,70,NA,NA
"312","C","RIBEIRO","MIKE","63 MIKE RIBEIRO","MIKE RIBEIRO",312,312,310,0,0,0,0,"A","C"
"313","D","ROBIDAS","STEPHANE","3 STEPHANE ROBIDAS","STEPHANE ROBIDAS",313,313,0,0,0,222,0,"B","B"
"314","R","RYDER","MICHAEL","73 MICHAEL RYDER","MICHAEL RYDER",314,314,0,0,215,0,0,"B","B"
"315","L","SAAD","BRANDON","43 BRANDON SAAD","BRANDON SAAD",315,315,0,8,0,0,0,"C","C"
"316","D","SEABROOK","BRENT","7 BRENT SEABROOK","BRENT SEABROOK",316,316,0,0,0,418,0,"A","A"
"317","R","SHARP","PATRICK","10 PATRICK SHARP","PATRICK SHARP",317,317,0,66,314,0,0,"A","A"
"318","D","SOURAY","SHELDON","44 SHELDON SOURAY","SHELDON SOURAY",318,318,0,0,0,178,0,NA,NA
"319","C","TOEWS","JONATHAN","19 JONATHAN TOEWS","JONATHAN TOEWS",319,319,376,0,0,0,0,"A","A"
"320","C","VINCOUR","TOMAS","81 TOMAS VINCOUR","TOMAS VINCOUR",320,320,116,0,0,0,0,NA,"D"
"321","C","WANDELL","TOM","23 TOM WANDELL","TOM WANDELL",321,321,162,0,0,0,0,NA,NA
"322","C","ANISIMOV","ARTEM","42 ARTEM ANISIMOV","ARTEM ANISIMOV",322,322,372,0,0,0,0,"B","B"
"323","G","BERNIER","JONATHAN","45 JONATHAN BERNIER","JONATHAN BERNIER",323,323,0,0,0,0,420,NA,NA
"324","G","BIRON","MARTIN","43 MARTIN BIRON","MARTIN BIRON",324,324,0,0,0,0,267,NA,NA
"325","C","BOYLE","BRIAN","22 BRIAN BOYLE","BRIAN BOYLE",325,325,354,0,0,0,0,"D","C"
"326","L","BROWN","DUSTIN","23 DUSTIN BROWN","DUSTIN BROWN",326,326,0,453,0,0,0,"B","B"
"327","R","CALLAHAN","RYAN","24 RYAN CALLAHAN","RYAN CALLAHAN",327,327,0,0,395,0,0,"B","A"
"328","L","CLIFFORD","KYLE","13 KYLE CLIFFORD","KYLE CLIFFORD",328,328,0,403,0,0,0,"D","D"
"329","D","DEL ZOTTO","MICHAEL","4 MICHAEL DEL ZOTTO","MICHAEL DEL ZOTTO",329,329,0,0,0,294,0,"B","C"
"330","D","DOUGHTY","DREW","8 DREW DOUGHTY","DREW DOUGHTY",330,330,0,0,0,444,0,"A","A"
"331","C","DUBINSKY","BRANDON","17 BRANDON DUBINSKY","BRANDON DUBINSKY",331,331,330,0,0,0,0,"A","B"
"332","D","EMINGER","STEVE","44 STEVE EMINGER","STEVE EMINGER",332,332,0,0,0,138,0,NA,NA
"333","D","ERIXON","TIM","53 TIM ERIXON","TIM ERIXON",333,333,0,0,0,36,0,"D","D"
"334","L","FEDOTENKO","RUSLAN","26 RUSLAN FEDOTENKO","RUSLAN FEDOTENKO",334,334,0,233,0,0,0,NA,NA
"335","R","GABORIK","MARIAN","10 MARIAN GABORIK","MARIAN GABORIK",335,335,0,0,273,0,0,"B","A"
"336","L","GAGNE","SIMON","12 SIMON GAGNE","SIMON GAGNE",336,336,0,135,0,0,0,NA,"D"
"337","D","GIRARDI","DANIEL","5 DAN GIRARDI","DANIEL GIRARDI",337,337,0,0,0,450,0,NA,NA
"338","D","GREENE","MATT","2 MATT GREENE","MATT GREENE",338,338,0,0,0,356,0,"B","B"
"339","R","HUNTER","TRENT","47 TRENT HUNTER","TRENT HUNTER",339,339,0,0,74,0,0,NA,NA
"340","D","JOHNSON","JACK","3 JACK JOHNSON","JACK JOHNSON",340,340,0,0,0,120,0,"A","A"
"341","C","KOPITAR","ANZE","11 ANZE KOPITAR","ANZE KOPITAR",341,341,454,0,0,0,0,"A","A"
"342","C","LEWIS","TREVOR","22 TREVOR LEWIS","TREVOR LEWIS",342,342,420,0,0,0,0,"D","C"
"343","G","LUNDQVIST","HENRIK","30 HENRIK LUNDQVIST","HENRIK LUNDQVIST",343,343,0,0,0,0,422,NA,NA
"344","D","MARTINEZ","ALEC","27 ALEC MARTINEZ","ALEC MARTINEZ",344,344,0,0,0,319,0,"C","C"
"345","D","MCDONAGH","RYAN","27 RYAN MCDONAGH","RYAN MCDONAGH",345,345,0,0,0,436,0,"A","A"
"346","D","MITCHELL","WILLIE","33 WILLIE MITCHELL","WILLIE MITCHELL",346,346,0,0,0,350,0,"B","B"
"347","L","MOREAU","ETHAN","17 ETHAN MOREAU","ETHAN MOREAU",347,347,0,54,0,0,0,NA,NA
"348","R","PARSE","SCOTT","21 SCOTT PARSE","SCOTT PARSE",348,348,0,0,18,0,0,NA,NA
"349","L","PRUST","BRANDON","8 BRANDON PRUST","BRANDON PRUST",349,349,0,397,0,0,0,"D","B"
"350","G","QUICK","JONATHAN","32 JONATHAN QUICK","JONATHAN QUICK",350,350,0,0,0,0,434,NA,NA
"351","C","RICHARDS","BRAD","19 BRAD RICHARDS","BRAD RICHARDS",351,351,367,0,0,0,0,"A","C"
"352","C","RICHARDS","MIKE","10 MIKE RICHARDS","MIKE RICHARDS",352,352,410,0,0,0,0,"A","B"
"353","R","RICHARDSON","BRAD","15 BRAD RICHARDSON","BRAD RICHARDSON",353,353,0,0,289,0,0,"C","D"
"354","C","RUPP","MIKE","71 MIKE RUPP","MIKE RUPP",354,354,160,0,0,0,0,NA,NA
"355","D","SAUER","MICHAEL","38 MICHAEL SAUER","MICHAEL SAUER",355,355,0,0,0,38,0,NA,NA
"356","D","SCUDERI","ROB","7 ROB SCUDERI","ROB SCUDERI",356,356,0,0,0,268,0,"B","B"
"357","C","STEPAN","DEREK","21 DEREK STEPAN","DEREK STEPAN",357,357,438,0,0,0,0,"B","C"
"358","C","STOLL","JARRET","28 JARRET STOLL","JARRET STOLL",358,358,431,0,0,0,0,"B","B"
"359","R","WILLIAMS","JUSTIN","14 JUSTIN WILLIAMS","JUSTIN WILLIAMS",359,359,0,0,457,0,0,"B","B"
"360","L","WOLSKI","WOJTEK","86 WOJTEK WOLSKI","WOJTEK WOLSKI",360,360,0,18,0,0,0,NA,NA
"361","C","ZUCCARELLO","MATS","36 MATS ZUCCARELLO","MATS ZUCCARELLO",361,361,227,0,0,0,0,"C","B"
"362","D","MCQUAID","ADAM","54 ADAM MCQUAID","ADAM MCQUAID",362,362,0,0,0,291,0,"D","D"
"363","L","POULIOT","BENOIT","67 BENOIT POULIOT","BENOIT POULIOT",363,363,0,359,0,0,0,"C","B"
"364","C","PYATT","TOM","11 TOM PYATT","TOM PYATT",364,364,219,0,0,0,0,"D",NA
"365","C","KONOPKA","ZENON","28 ZENON KONOPKA","ZENON KONOPKA",365,365,197,0,0,0,0,"D",NA
"366","R","ORR","COLTON","28 COLTON ORR","COLTON ORR",366,366,0,0,116,0,0,"D","D"
"367","L","BOULTON","ERIC","22 ERIC BOULTON","ERIC BOULTON",367,367,0,102,0,0,0,"D","D"
"368","G","BRODEUR","MARTIN","30 MARTIN BRODEUR","MARTIN BRODEUR",368,368,0,0,0,0,331,NA,NA
"369","R","CLARKSON","DAVID","23 DAVID CLARKSON","DAVID CLARKSON",369,369,0,0,256,0,0,"B","B"
"370","L","ELIAS","PATRIK","26 PATRIK ELIAS","PATRIK ELIAS",370,370,0,392,0,0,0,"A","B"
"371","D","FAYNE","MARK","29 MARK FAYNE","MARK FAYNE",371,371,0,0,0,243,0,"D","B"
"372","D","GREENE","ANDREW","6 ANDY GREENE","ANDREW GREENE",372,372,0,0,0,372,0,NA,NA
"373","G","HEDBERG","JOHAN","1 JOHAN HEDBERG","JOHAN HEDBERG",373,373,0,0,0,0,258,NA,NA
"374","C","HENRIQUE","ADAM","14 ADAM HENRIQUE","ADAM HENRIQUE",374,374,390,0,0,0,0,"B","B"
"375","C","JOSEFSON","JACOB","16 JACOB JOSEFSON","JACOB JOSEFSON",375,375,199,0,0,0,0,"D","D"
"376","L","KOVALCHUK","ILYA","17 ILYA KOVALCHUK","ILYA KOVALCHUK",376,376,0,237,0,0,0,NA,NA
"377","D","LARSSON","ADAM","5 ADAM LARSSON","ADAM LARSSON",377,377,0,0,0,267,0,"D","C"
"378","C","MILLS","BRAD","11 BRADLEY MILLS","BRAD MILLS",378,378,6,0,0,0,0,"D",NA
"379","R","PALMIERI","NICK","12 NICK PALMIERI","NICK PALMIERI",379,379,0,0,52,0,0,NA,NA
"380","L","PARISE","ZACH","9 ZACH PARISE","ZACH PARISE",380,380,0,212,0,0,0,"A","A"
"381","D","SALVADOR","BRYCE","24 BRYCE SALVADOR","BRYCE SALVADOR",381,381,0,0,0,306,0,"B","B"
"382","R","SYKORA","PETR","15 PETR SYKORA","PETR SYKORA",382,382,0,0,200,0,0,NA,NA
"383","D","TALLINDER","HENRIK","7 HENRIK TALLINDER","HENRIK TALLINDER",383,383,0,0,0,109,0,"B",NA
"384","L","TEDENBY","MATTIAS","21 MATTIAS TEDENBY","MATTIAS TEDENBY",384,384,0,90,0,0,0,"D",NA
"385","D","VOLCHENKOV","ANTON","28 ANTON VOLCHENKOV","ANTON VOLCHENKOV",385,385,0,0,0,285,0,"B","D"
"386","C","ZUBRUS","DAINIUS","8 DAINIUS ZUBRUS","DAINIUS ZUBRUS",386,386,390,0,0,0,0,"B","B"
"387","D","ALZNER","KARL","27 KARL ALZNER","KARL ALZNER",387,387,0,0,0,411,0,"B","C"
"388","C","BACKSTROM","NICKLAS","19 NICKLAS BACKSTROM","NICKLAS BACKSTROM",388,388,329,0,0,0,0,"A","A"
"389","C","BEAGLE","JAY","83 JAY BEAGLE","JAY BEAGLE",389,389,285,0,0,0,0,"D","D"
"390","R","BROUWER","TROY","20 TROY BROUWER","TROY BROUWER",390,390,0,0,410,0,0,"B","B"
"391","D","CARLSON","JOHN","74 JOHN CARLSON","JOHN CARLSON",391,391,0,0,0,411,0,"A","A"
"392","L","CHIMERA","JASON","25 JASON CHIMERA","JASON CHIMERA",392,392,0,405,0,0,0,"C","D"
"393","D","GREEN","MIKE","52 MIKE GREEN","MIKE GREEN",393,393,0,0,0,276,0,"A","A"
"394","C","HALPERN","JEFF","15 JEFF HALPERN","JEFF HALPERN",394,394,172,0,0,0,0,"D",NA
"395","D","HAMRLIK","ROMAN","44 ROMAN HAMRLIK","ROMAN HAMRLIK",395,395,0,0,0,168,0,NA,NA
"396","C","HENDRICKS","MATT","26 MATT HENDRICKS","MATT HENDRICKS",396,396,283,0,0,0,0,"D","D"
"397","R","KNUBLE","MIKE","22 MIKE KNUBLE","MIKE KNUBLE",397,397,0,0,166,0,0,NA,NA
"398","L","LAICH","BROOKS","21 BROOKS LAICH","BROOKS LAICH",398,398,316,2,0,0,0,"B","B"
"399","G","NEUVIRTH","MICHAL","30 MICHAL NEUVIRTH","MICHAL NEUVIRTH",399,399,0,0,0,0,280,NA,NA
"400","L","OVECHKIN","ALEX","8 ALEX OVECHKIN","ALEX OVECHKIN",400,400,0,398,0,0,0,"A","A"
"401","C","PERREAULT","MATHIEU","85 MATHIEU PERREAULT","MATHIEU PERREAULT",401,401,244,0,0,0,0,"C","C"
"402","D","SCHULTZ","JEFF","55 JEFF SCHULTZ","JEFF SCHULTZ",402,402,0,0,0,170,0,NA,"D"
"403","R","SEMIN","ALEXANDER","28 ALEXANDER SEMIN","ALEXANDER SEMIN",403,403,0,0,348,0,0,"A","B"
"404","G","VOKOUN","TOMAS","29 TOMAS VOKOUN","TOMAS VOKOUN",404,404,0,0,0,0,140,NA,NA
"405","R","WARD","JOEL","42 JOEL WARD","JOEL WARD",405,405,0,0,384,0,0,"B","B"
"406","D","WIDEMAN","DENNIS","6 DENNIS WIDEMAN","DENNIS WIDEMAN",406,406,0,0,0,318,0,"B","A"
"407","C","BAILEY","JOSH","12 JOSH BAILEY","JOSH BAILEY",407,407,351,0,0,0,0,"B","B"
"408","L","BERGENHEIM","SEAN","20 SEAN BERGENHEIM","SEAN BERGENHEIM",408,408,0,239,0,0,0,"B","B"
"409","L","BOOTH","DAVID","10 DAVID BOOTH","DAVID BOOTH",409,409,0,12,0,0,0,"B","D"
"410","R","BRADLEY","MATT","22 MATT BRADLEY","MATT BRADLEY",410,410,0,0,90,0,0,NA,NA
"411","D","CAMPBELL","BRIAN","51 BRIAN CAMPBELL","BRIAN CAMPBELL",411,411,0,0,0,390,0,"A","A"
"412","C","CARTER","RYAN","24 RYAN CARTER","RYAN CARTER",412,412,14,0,0,0,0,"D","D"
"413","L","COMEAU","BLAKE","57 BLAKE COMEAU","BLAKE COMEAU",413,413,0,32,0,0,0,"D","C"
"414","G","DIPIETRO","RICK","39 RICK DIPIETRO","RICK DIPIETRO",414,414,0,0,0,0,53,NA,NA
"415","D","EATON","MARK","4 MARK EATON","MARK EATON",415,415,0,0,0,155,0,NA,NA
"416","L","FLEISCHMANN","TOMAS","14 TOMAS FLEISCHMANN","TOMAS FLEISCHMANN",416,416,0,372,0,0,0,"B","B"
"417","D","GARRISON","JASON","52 JASON GARRISON","JASON GARRISON",417,417,0,0,0,162,0,"A","A"
"418","C","GOC","MARCEL","57 MARCEL GOC","MARCEL GOC",418,418,327,0,0,0,0,"C","D"
"419","R","GRABNER","MICHAEL","40 MICHAEL GRABNER","MICHAEL GRABNER",419,419,0,0,305,0,0,"B","B"
"420","D","GUDBRANSON","ERIK","44 ERIK GUDBRANSON","ERIK GUDBRANSON",420,420,0,0,0,331,0,"B","B"
"421","D","HAMONIC","TRAVIS","3 TRAVIS HAMONIC","TRAVIS HAMONIC",421,421,0,0,0,340,0,"B","A"
"422","D","JOVANOVSKI","ED","55 ED JOVANOVSKI","ED JOVANOVSKI",422,422,0,0,0,189,0,"B",NA
"423","R","KOPECKY","TOMAS","82 TOMAS KOPECKY","TOMAS KOPECKY",423,423,0,0,334,0,0,"B","D"
"424","D","KULIKOV","DMITRY","7 DMITRY KULIKOV","DMITRY KULIKOV",424,424,0,0,0,318,0,"C","B"
"425","D","MACDONALD","ANDREW","47 ANDREW MACDONALD","ANDREW MACDONALD",425,425,0,0,0,349,0,"C","B"
"426","G","MARKSTROM","JACOB","25 JACOB MARKSTROM","JACOB MARKSTROM",426,426,0,0,0,0,64,NA,NA
"427","L","MARTIN","MATT","17 MATT MARTIN","MATT MARTIN",427,427,0,371,0,0,0,"D","D"
"428","C","MATTHIAS","SHAWN","18 SHAWN MATTHIAS","SHAWN MATTHIAS",428,428,279,0,0,0,0,"C","C"
"429","G","MONTOYA","AL","35 AL MONTOYA","AL MONTOYA",429,429,0,0,0,0,290,NA,NA
"430","D","MOTTAU","MIKE","10 MIKE MOTTAU","MIKE MOTTAU",430,430,0,0,0,58,0,"D",NA
"431","L","MOULSON","MATT","26 MATT MOULSON","MATT MOULSON",431,431,0,379,0,0,0,"B","B"
"432","C","NIELSEN","FRANS","51 FRANS NIELSEN","FRANS NIELSEN",432,432,376,0,0,0,0,"C","C"
"433","R","OKPOSO","KYLE","21 KYLE OKPOSO","KYLE OKPOSO",433,433,0,0,343,0,0,"A","C"
"434","L","PANDOLFO","JAY","29 JAY PANDOLFO","JAY PANDOLFO",434,434,0,142,0,0,0,NA,NA
"435","R","PARENTEAU","P.A.","15 PA PARENTEAU","P.A. PARENTEAU",435,435,0,0,270,0,0,"B","B"
"436","C","REASONER","MARTY","16 MARTY REASONER","MARTY REASONER",436,436,154,0,0,0,0,NA,NA
"437","R","ROLSTON","BRIAN","11 BRIAN ROLSTON","BRIAN ROLSTON",437,437,0,0,98,0,0,NA,NA
"438","R","SKILLE","JACK","12 JACK SKILLE","JACK SKILLE",438,438,0,0,132,0,0,"D","D"
"439","D","STAIOS","STEVE","24 STEVE STAIOS","STEVE STAIOS",439,439,0,0,0,130,0,NA,NA
"440","D","STREIT","MARK","2 MARK STREIT","MARK STREIT",440,440,0,0,0,218,0,"A","A"
"441","C","TAVARES","JOHN","91 JOHN TAVARES","JOHN TAVARES",441,441,359,0,0,0,0,"A","A"
"442","G","THEODORE","JOSE","60 JOSE THEODORE","JOSE THEODORE",442,442,0,0,0,0,177,NA,NA
"443","R","UPSHALL","SCOTTIE","19 SCOTTIE UPSHALL","SCOTTIE UPSHALL",443,443,0,0,232,0,0,"B","B"
"444","R","VERSTEEG","KRIS","32 KRIS VERSTEEG","KRIS VERSTEEG",444,444,0,0,184,0,0,"C","C"
"445","D","WEAVER","MIKE","43 MIKE WEAVER","MIKE WEAVER",445,445,0,0,0,325,0,"D","D"
"446","C","WEISS","STEPHEN","9 STEPHEN WEISS","STEPHEN WEISS",446,446,191,0,0,0,0,"B","B"
"447","C","ARNOTT","JASON","44 JASON ARNOTT","JASON ARNOTT",447,447,158,0,0,0,0,NA,NA
"448","R","BACKES","DAVID","42 DAVID BACKES","DAVID BACKES",448,448,0,0,394,0,0,"A","A"
"449","C","BERGLUND","PATRIK","21 PATRIK BERGLUND","PATRIK BERGLUND",449,449,395,0,0,0,0,"B","B"
"450","D","COLAIACOVO","CARLO","28 CARLO COLAIACOVO","CARLO COLAIACOVO",450,450,0,0,0,157,0,"D","D"
"451","R","D'AGOSTINI","MATT","36 MATT D'AGOSTINI","MATT D'AGOSTINI",451,451,0,0,134,0,0,"D",NA
"452","G","ELLIOTT","BRIAN","1 BRIAN ELLIOTT","BRIAN ELLIOTT",452,452,0,0,0,0,380,NA,NA
"453","G","HALAK","JAROSLAV","41 JAROSLAV HALAK","JAROSLAV HALAK",453,453,0,0,0,0,355,NA,NA
"454","D","JACKMAN","BARRET","5 BARRET JACKMAN","BARRET JACKMAN",454,454,0,0,0,397,0,"B","B"
"455","R","LANGENBRUNNER","JAMIE","15 JAMIE LANGENBRUNNER","JAMIE LANGENBRUNNER",455,455,0,0,162,0,0,NA,NA
"456","C","MCDONALD","ANDY","10 ANDY MCDONALD","ANDY MCDONALD",456,456,111,0,0,0,0,NA,NA
